ExternalReferenceNumber,PaymentDistributionReference,SendingAccount,ReceivingAccount,CreateDateTime,EffectiveDate,ReceiveDateTime,Amount
TRN02020910,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000108,7040610000109,09/11/2023,10/11/2023,11/11/2023,2399
TRN02020911,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000109,7040610000110,10/11/2023,11/11/2023,12/11/2023,1819
TRN02020912,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000110,7040610000111,11/11/2023,12/11/2023,13/11/2023,1620
TRN02020913,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000111,7040610000112,12/11/2023,13/11/2023,14/11/2023,2875
TRN02020914,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000112,7040610000113,13/11/2023,14/11/2023,15/11/2023,256
TRN02020915,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000113,7040610000114,14/11/2023,15/11/2023,16/11/2023,170
TRN02020916,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000114,7040610000115,15/11/2023,16/11/2023,17/11/2023,520
TRN02020917,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000115,7040610000116,16/11/2023,17/11/2023,18/11/2023,206
TRN02020918,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000116,7040610000117,17/11/2023,18/11/2023,19/11/2023,601
TRN02020919,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000117,7040610000118,18/11/2023,19/11/2023,20/11/2023,2591
TRN02020920,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000118,7040610000119,19/11/2023,20/11/2023,21/11/2023,646
TRN02020921,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000119,7040610000120,20/11/2023,21/11/2023,22/11/2023,516
TRN02020922,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000120,7040610000121,21/11/2023,22/11/2023,23/11/2023,1912
TRN02020923,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000121,7040610000122,22/11/2023,23/11/2023,24/11/2023,1599
TRN02020924,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000122,7040610000123,23/11/2023,24/11/2023,25/11/2023,1596
TRN02020925,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000123,7040610000124,24/11/2023,25/11/2023,26/11/2023,690
TRN02020926,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000124,7040610000125,25/11/2023,26/11/2023,27/11/2023,831
TRN02020927,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000125,7040610000126,26/11/2023,27/11/2023,28/11/2023,1813
TRN02020928,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000126,7040610000127,27/11/2023,28/11/2023,29/11/2023,246
TRN02020929,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000127,7040610000128,28/11/2023,29/11/2023,30/11/2023,852
TRN02020930,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000128,7040610000129,29/11/2023,30/11/2023,01/12/2023,542
TRN02020931,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000129,7040610000130,30/11/2023,01/12/2023,02/12/2023,2489
TRN02020932,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000130,7040610000131,01/12/2023,02/12/2023,03/12/2023,45
TRN02020933,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000131,7040610000132,02/12/2023,03/12/2023,04/12/2023,3170
TRN02020934,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000132,7040610000133,03/12/2023,04/12/2023,05/12/2023,2310
TRN02020935,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000133,7040610000134,04/12/2023,05/12/2023,06/12/2023,1882
TRN02020936,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000134,7040610000135,05/12/2023,06/12/2023,07/12/2023,76
TRN02020937,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000135,7040610000136,01/06/2023,02/06/2023,03/06/2023,3196
TRN02020938,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000136,7040610000137,01/06/2023,02/06/2023,03/06/2023,2147
TRN02020939,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000137,7040610000138,01/06/2023,02/06/2023,03/06/2023,2401
TRN02020940,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000138,7040610000139,01/06/2023,02/06/2023,03/06/2023,3068
TRN02020941,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000139,7040610000140,01/06/2023,02/06/2023,03/06/2023,1502
TRN02020942,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000140,7040610000141,01/06/2023,02/06/2023,03/06/2023,2005
TRN02020943,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000141,7040610000142,01/06/2023,02/06/2023,03/06/2023,2809
TRN02020944,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000142,7040610000143,01/06/2023,02/06/2023,03/06/2023,1664
TRN02020945,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000143,7040610000144,01/06/2023,02/06/2023,03/06/2023,3006
TRN02020946,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000144,7040610000145,01/06/2023,02/06/2023,03/06/2023,1889
TRN02020947,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000145,7040610000146,01/06/2023,02/06/2023,03/06/2023,761
TRN02020948,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000146,7040610000147,01/06/2023,02/06/2023,03/06/2023,591
TRN02020949,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000147,7040610000148,01/06/2023,02/06/2023,03/06/2023,2557
TRN02020950,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000148,7040610000149,01/06/2023,02/06/2023,03/06/2023,2393
TRN02020951,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000149,7040610000150,01/06/2023,02/06/2023,03/06/2023,636
TRN02020952,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000150,7040610000151,01/06/2023,02/06/2023,03/06/2023,671
TRN02020953,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000151,7040610000152,01/06/2023,02/06/2023,03/06/2023,2371
TRN02020954,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000152,7040610000153,01/06/2023,02/06/2023,03/06/2023,622
TRN02020955,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000153,7040610000154,01/06/2023,02/06/2023,03/06/2023,2519
TRN02020956,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000154,7040610000155,01/06/2023,02/06/2023,03/06/2023,1067
TRN02020957,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000155,7040610000156,01/06/2023,02/06/2023,03/06/2023,185
TRN02020958,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000156,7040610000157,01/06/2023,02/06/2023,03/06/2023,1927
TRN02020959,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000157,7040610000158,01/06/2023,02/06/2023,03/06/2023,351
TRN02020960,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000158,7040610000159,01/06/2023,02/06/2023,03/06/2023,1387
TRN02020961,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000159,7040610000160,01/06/2023,02/06/2023,03/06/2023,511
TRN02020962,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000160,7040610000161,01/06/2023,02/06/2023,03/06/2023,2215
TRN02020963,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000161,7040610000162,01/06/2023,02/06/2023,03/06/2023,312
TRN02020964,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000162,7040610000163,01/06/2023,02/06/2023,03/06/2023,3127
TRN02020965,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000163,7040610000164,01/06/2023,02/06/2023,03/06/2023,3201
TRN02020966,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000164,7040610000165,01/06/2023,02/06/2023,03/06/2023,1090
TRN02020967,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000165,7040610000166,01/06/2023,02/06/2023,03/06/2023,653
TRN02020968,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000166,7040610000167,01/06/2023,02/06/2023,03/06/2023,2916
TRN02020969,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000167,7040610000168,01/06/2023,02/06/2023,03/06/2023,2334
TRN02020970,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000168,7040610000169,01/06/2023,02/06/2023,03/06/2023,3064
TRN02020971,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000169,7040610000170,02/06/2023,03/06/2023,04/06/2023,1532
TRN02020972,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000170,7040610000171,03/06/2023,04/06/2023,05/06/2023,1890
TRN02020973,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000171,7040610000172,04/06/2023,05/06/2023,06/06/2023,731
TRN02020974,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000172,7040610000173,05/06/2023,06/06/2023,07/06/2023,399
TRN02020975,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000173,7040610000174,06/06/2023,07/06/2023,08/06/2023,1759
TRN02020976,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000174,7040610000175,07/06/2023,08/06/2023,09/06/2023,403
TRN02020977,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000175,7040610000176,08/06/2023,09/06/2023,10/06/2023,2760
TRN02020978,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000176,7040610000177,09/06/2023,10/06/2023,11/06/2023,850
TRN02020979,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000177,7040610000178,10/06/2023,11/06/2023,12/06/2023,2908
TRN02020980,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000178,7040610000179,11/06/2023,12/06/2023,13/06/2023,157
TRN02020981,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000179,7040610000180,12/06/2023,13/06/2023,14/06/2023,220
TRN02020982,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000180,7040610000181,13/06/2023,14/06/2023,15/06/2023,681
TRN02020983,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000181,7040610000182,14/06/2023,15/06/2023,16/06/2023,2624
TRN02020984,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000182,7040610000183,15/06/2023,16/06/2023,17/06/2023,2130
TRN02020985,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000183,7040610000184,16/06/2023,17/06/2023,18/06/2023,2946
TRN02020986,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000184,7040610000185,17/06/2023,18/06/2023,19/06/2023,2832
TRN02020987,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000185,7040610000186,18/06/2023,19/06/2023,20/06/2023,2384
TRN02020988,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000186,7040610000187,19/06/2023,20/06/2023,21/06/2023,2622
TRN02020989,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000187,7040610000188,20/06/2023,21/06/2023,22/06/2023,666
TRN02020990,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000188,7040610000189,21/06/2023,22/06/2023,23/06/2023,1265
TRN02020991,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000189,7040610000190,21/06/2023,22/06/2023,23/06/2023,3126
TRN02020992,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000190,7040610000191,22/06/2023,23/06/2023,24/06/2023,1656
TRN02020993,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000191,7040610000192,23/06/2023,24/06/2023,25/06/2023,3149
TRN02020994,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000192,7040610000193,24/06/2023,25/06/2023,26/06/2023,1821
TRN02020995,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000193,7040610000194,25/06/2023,26/06/2023,27/06/2023,1813
TRN02020996,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000194,7040610000195,26/06/2023,27/06/2023,28/06/2023,1509
TRN02020997,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000195,7040610000196,27/06/2023,28/06/2023,29/06/2023,1897
TRN02020998,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000196,7040610000197,28/06/2023,29/06/2023,30/06/2023,753
TRN02020999,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000197,7040610000198,29/06/2023,30/06/2023,01/07/2023,1715
TRN02021000,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000198,7040610000199,30/06/2023,01/07/2023,02/07/2023,2400
TRN02021001,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000199,7040610000200,01/07/2023,02/07/2023,03/07/2023,2936
TRN02021002,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000200,7040610000201,02/07/2023,03/07/2023,04/07/2023,944
TRN02021003,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000201,7040610000202,03/07/2023,04/07/2023,05/07/2023,1446
TRN02021004,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000202,7040610000203,04/07/2023,05/07/2023,06/07/2023,1440
TRN02021005,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000203,7040610000204,05/07/2023,06/07/2023,07/07/2023,1413
TRN02021006,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000204,7040610000205,06/07/2023,07/07/2023,08/07/2023,21
TRN02021007,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000205,7040610000206,07/07/2023,08/07/2023,09/07/2023,2553
TRN02021008,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000206,7040610000207,08/07/2023,09/07/2023,10/07/2023,3106
TRN02021009,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000207,7040610000208,09/07/2023,10/07/2023,11/07/2023,2443
TRN02021010,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000208,7040610000209,10/07/2023,11/07/2023,12/07/2023,2804
TRN02021011,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000209,7040610000210,11/07/2023,12/07/2023,13/07/2023,3079
TRN02021012,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000210,7040610000211,12/07/2023,13/07/2023,14/07/2023,303
TRN02021013,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000211,7040610000212,13/07/2023,14/07/2023,15/07/2023,990
TRN02021014,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000212,7040610000213,14/07/2023,15/07/2023,16/07/2023,788
TRN02021015,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000213,7040610000214,15/07/2023,16/07/2023,17/07/2023,349
TRN02021016,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000214,7040610000215,16/07/2023,17/07/2023,18/07/2023,3074
TRN02021017,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000215,7040610000216,17/07/2023,18/07/2023,19/07/2023,2159
TRN02021018,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000216,7040610000217,18/07/2023,19/07/2023,20/07/2023,8
TRN02021019,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000217,7040610000218,19/07/2023,20/07/2023,21/07/2023,1550
TRN02021020,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000218,7040610000219,20/07/2023,21/07/2023,22/07/2023,1677
TRN02021021,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000219,7040610000220,21/07/2023,22/07/2023,23/07/2023,3148
TRN02021022,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000220,7040610000221,22/07/2023,23/07/2023,24/07/2023,678
TRN02021023,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000221,7040610000222,23/07/2023,24/07/2023,25/07/2023,2872
TRN02021024,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000222,7040610000223,24/07/2023,25/07/2023,26/07/2023,2239
TRN02021025,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000223,7040610000224,25/07/2023,26/07/2023,27/07/2023,589
TRN02021026,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000224,7040610000225,26/07/2023,27/07/2023,28/07/2023,1037
TRN02021027,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000225,7040610000226,27/07/2023,28/07/2023,29/07/2023,1894
TRN02021028,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000226,7040610000227,28/07/2023,29/07/2023,30/07/2023,297
TRN02021029,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000227,7040610000228,29/07/2023,30/07/2023,31/07/2023,1056
TRN02021030,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000228,7040610000229,30/07/2023,31/07/2023,01/08/2023,2757
TRN02021031,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000229,7040610000230,31/07/2023,01/08/2023,02/08/2023,252
TRN02021032,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000230,7040610000231,01/08/2023,02/08/2023,03/08/2023,3205
TRN02021033,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000231,7040610000232,02/08/2023,03/08/2023,04/08/2023,142
TRN02021034,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000232,7040610000233,03/08/2023,04/08/2023,05/08/2023,1326
TRN02021035,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000233,7040610000234,04/08/2023,05/08/2023,06/08/2023,2847
TRN02021036,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000234,7040610000235,05/08/2023,06/08/2023,07/08/2023,875
TRN02021037,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000235,7040610000236,06/08/2023,07/08/2023,08/08/2023,1152
TRN02021038,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000236,7040610000237,04/08/2023,05/08/2023,06/08/2023,1835
TRN02021039,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000237,7040610000238,05/08/2023,06/08/2023,07/08/2023,3060
TRN02021040,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000238,7040610000239,06/08/2023,07/08/2023,08/08/2023,3063
TRN02021041,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000239,7040610000240,04/08/2023,05/08/2023,06/08/2023,1766
TRN02021042,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000240,7040610000241,05/08/2023,06/08/2023,07/08/2023,1060
TRN02021043,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000241,7040610000242,06/08/2023,07/08/2023,08/08/2023,824
TRN02021044,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000242,7040610000243,04/08/2023,05/08/2023,06/08/2023,351
TRN02021045,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000243,7040610000244,05/08/2023,06/08/2023,07/08/2023,2700
TRN02021046,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000244,7040610000245,06/08/2023,07/08/2023,08/08/2023,811
TRN02021047,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000245,7040610000246,04/08/2023,05/08/2023,06/08/2023,3186
TRN02021048,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000246,7040610000247,05/08/2023,06/08/2023,07/08/2023,1809
TRN02021049,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000247,7040610000248,06/08/2023,07/08/2023,08/08/2023,412
TRN02021050,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000248,7040610000249,07/08/2023,08/08/2023,09/08/2023,1941
TRN02021051,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000249,7040610000250,08/08/2023,09/08/2023,10/08/2023,1582
TRN02021052,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000250,7040610000251,09/08/2023,10/08/2023,11/08/2023,914
TRN02021053,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000251,7040610000252,10/08/2023,11/08/2023,12/08/2023,489
TRN02021054,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000252,7040610000253,11/08/2023,12/08/2023,13/08/2023,2176
TRN02021055,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000253,7040610000254,12/08/2023,13/08/2023,14/08/2023,1545
TRN02021056,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000254,7040610000255,13/08/2023,14/08/2023,15/08/2023,660
TRN02021057,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000255,7040610000256,14/08/2023,15/08/2023,16/08/2023,3181
TRN02021058,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000256,7040610000257,12/08/2023,13/08/2023,14/08/2023,2622
TRN02021059,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000257,7040610000258,13/08/2023,14/08/2023,15/08/2023,390
TRN02021060,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000258,7040610000259,14/08/2023,15/08/2023,16/08/2023,2927
TRN02021061,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000259,7040610000260,12/08/2023,13/08/2023,14/08/2023,2704
TRN02021062,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000260,7040610000261,13/08/2023,14/08/2023,15/08/2023,2529
TRN02021063,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000261,7040610000262,14/08/2023,15/08/2023,16/08/2023,2172
TRN02021064,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000262,7040610000263,12/08/2023,13/08/2023,14/08/2023,2315
TRN02021065,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000263,7040610000264,13/08/2023,14/08/2023,15/08/2023,3110
TRN02021066,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000264,7040610000265,14/08/2023,15/08/2023,16/08/2023,1615
TRN02021067,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000265,7040610000266,15/08/2023,16/08/2023,17/08/2023,1580
TRN02021068,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000266,7040610000267,16/08/2023,17/08/2023,18/08/2023,2478
TRN02021069,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000267,7040610000268,17/08/2023,18/08/2023,19/08/2023,2812
TRN02021070,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000268,7040610000269,18/08/2023,19/08/2023,20/08/2023,1080
TRN02021071,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000269,7040610000270,19/08/2023,20/08/2023,21/08/2023,2369
TRN02021072,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000270,7040610000271,20/08/2023,21/08/2023,22/08/2023,676
TRN02021073,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000271,7040610000272,21/08/2023,22/08/2023,23/08/2023,2763
TRN02021074,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000272,7040610000273,22/08/2023,23/08/2023,24/08/2023,1612
TRN02021075,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000273,7040610000274,23/08/2023,24/08/2023,25/08/2023,2571
TRN02021076,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000274,7040610000275,24/08/2023,25/08/2023,26/08/2023,1075
TRN02021077,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000275,7040610000276,25/08/2023,26/08/2023,27/08/2023,1013
TRN02021078,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000276,7040610000277,26/08/2023,27/08/2023,28/08/2023,236
TRN02021079,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000277,7040610000278,23/08/2023,24/08/2023,25/08/2023,1821
TRN02021080,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000278,7040610000279,24/08/2023,25/08/2023,26/08/2023,1324
TRN02021081,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000279,7040610000280,25/08/2023,26/08/2023,27/08/2023,2811
TRN02021082,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000280,7040610000281,26/08/2023,27/08/2023,28/08/2023,1776
TRN02021083,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000281,7040610000282,23/08/2023,24/08/2023,25/08/2023,340
TRN02021084,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000282,7040610000283,24/08/2023,25/08/2023,26/08/2023,425
TRN02021085,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000283,7040610000284,25/08/2023,26/08/2023,27/08/2023,2977
TRN02021086,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000284,7040610000285,26/08/2023,27/08/2023,28/08/2023,3225
TRN02021087,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000285,7040610000286,23/08/2023,24/08/2023,25/08/2023,1745
TRN02021088,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000286,7040610000287,24/08/2023,25/08/2023,26/08/2023,1045
TRN02021089,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000287,7040610000288,25/08/2023,26/08/2023,27/08/2023,167
TRN02021090,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000288,7040610000289,26/08/2023,27/08/2023,28/08/2023,1493
TRN02021091,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000289,7040610000290,27/08/2023,28/08/2023,29/08/2023,1201
TRN02021092,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000290,7040610000291,28/08/2023,29/08/2023,30/08/2023,767
TRN02021093,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000291,7040610000292,29/08/2023,30/08/2023,31/08/2023,2110
TRN02021094,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000292,7040610000293,30/08/2023,31/08/2023,01/09/2023,2845
TRN02021095,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000293,7040610000294,31/08/2023,01/09/2023,02/09/2023,731
TRN02021096,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000294,7040610000295,01/09/2023,02/09/2023,03/09/2023,1267
TRN02021097,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000295,7040610000296,02/09/2023,03/09/2023,04/09/2023,2745
TRN02021098,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000296,7040610000297,03/09/2023,04/09/2023,05/09/2023,2767
TRN02021099,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000297,7040610000298,04/09/2023,05/09/2023,06/09/2023,1467
TRN02021100,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000298,7040600750874,05/09/2023,06/09/2023,07/09/2023,808
TRN02021101,27693e22-5afe-e611-bf4b-005056ba26fc,7040600750874,7040610000000,06/09/2023,07/09/2023,08/09/2023,672
TRN02021102,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000000,7040610000001,07/09/2023,08/09/2023,09/09/2023,2780
TRN02021103,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000001,7040610000002,08/09/2023,09/09/2023,10/09/2023,1222
TRN02021104,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000002,7040610000003,09/09/2023,10/09/2023,11/09/2023,1516
TRN02021105,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000003,7040610000004,10/09/2023,11/09/2023,12/09/2023,527
TRN02021106,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000004,7040610000005,11/09/2023,12/09/2023,13/09/2023,1704
TRN02021107,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000005,7040610000006,12/09/2023,13/09/2023,14/09/2023,1862
TRN02021108,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000006,7040610000007,13/09/2023,14/09/2023,15/09/2023,736
TRN02021109,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000007,7040610000008,13/09/2023,14/09/2023,15/09/2023,1962
TRN02021110,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000008,7040610000009,10/09/2023,11/09/2023,12/09/2023,531
TRN02021111,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000009,7040610000010,11/09/2023,12/09/2023,13/09/2023,263
TRN02021112,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000010,7040610000011,12/09/2023,13/09/2023,14/09/2023,2591
TRN02021113,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000011,7040610000012,13/09/2023,14/09/2023,15/09/2023,858
TRN02021114,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000012,7040610000013,14/09/2023,15/09/2023,16/09/2023,1909
